LH1,MO17,PHG35,PHG47,PHJ40,LH123HT,LH82,PH207,PHG39,PHG84,PHZ51,bin,mean
49.9089,42.367,26.662,39.567,25.9,36.955,26.015,43.5839,48.2989,42.015,30.2309,2_204,37.4094181818182
42.8568,25.54,34.59,28.6738,42.801,28.888,36.708,31.671,35.0528,33.274,19.706,2_205,32.7055818181818
30.09,4.608,10.717,9.189,21.798,16.895,18.746,19.73,24.885,21.2531,11.8171,2_206,17.2480181818182
12.133,30.0185,0,9.477,33.8077,33.7297,33.2207,26.1007,6.003,38.6057,36.5575,2_207,23.6048636363636
76.1393,7.169,66.3703,71.8653,42.735,65.9849,40.723,65.4297,0,70.4643,97.3819,2_208,54.9329727272727
19.267,8.855,5.365,6.216,22.089,8.09,21.247,6.417,0,8.304,24.887,2_209,11.8851818181818
46.0006,48.5576,28.903,12.618,37.8706,23.8046,34.4606,65.3253,0,70.0723,71.2123,2_210,39.8931727272727
53.115,37.031,43.8737,61.775,57.737,37.671,48.542,32.3807,0,38.634,29.146,2_211,39.9914
9.048,12.724,12.881,27.3147,23.7347,17.639,22.4717,13.145,0,16.521,13.997,2_212,15.4069181818182
49.0626,43.0466,20.4702,16.2042,38.67043,25.9322,37.87813,34.645,0,28.658,42.5186,2_213,30.6441781818182
11.7323,10.934,19.554,15.219,13.9497,14.9563,12.0827,15.522,0,10.078,9.442,2_214,12.1336363636364
13.203,25.4371,51.2651,89.845,84.755,45.3751,82.398,73.9381,0,86.584,49.7551,2_215,54.7777727272727
7.406,7.406,22.31557,55.08547,36.80087,7.406,40.04297,15.49857,0,54.34147,17.5171,2_216,23.9836381818182
55.0915,70.7586,64.7487,51.555,40.6645,53.1955,43.1905,38.7725,0,53.956,44.9299,2_217,46.9875181818182
28.00447,20.67867,0,39.449,41.36667,10.9981,35.25467,16.8361,0,34.468,0,2_218,20.6414254545455
0.421,0.421,0,8.2,1.781,0,1.09,0,0,9.009,0,2_219,1.902
2.077,5.069,1.09,14.868,5.069,1.09,5.493,1.09,0,15.503,1.09,2_220,4.76718181818182
31.155,23.032,1.87,48.18,22.921,9.022,16.041,8.724,0,53.164,2.679,2_221,19.708
93.816,96.844,54.9582,84.9942,113.162,70.104,103.272,30.8872,0.795,81.0432,49.4092,2_222,70.8440909090909
15.7012,21.8872,27.2011,50.85807,27.202,33.4523,25.125,37.5192,0,35.81707,31.02847,2_223,27.7992372727273
63.6163,18.7043,13.0869,51.6809,62.8804,33.4834,55.9105,28.253,0,48.969,23.596,2_224,36.3800636363636
17.073,15.2126,33.6536,20.4006,19.86,14.544,26.4956,9.067,0,21.8256,34.0085,2_225,19.2855
58.133,61.1262,57.9232,66.8712,56.215,46.871,66.0562,66.1842,0,51.63,60.2602,2_226,53.7518363636364
32.169,47.8077,15.593,100.825,98.154,90.392,63.891,84.916,11.043,84.8207,96.431,2_227,66.0038545454545
25.089,32.053,58.2322,26.907,32.495,47.155,15.754,17.643,23.999,52.1512,60.9962,2_228,35.6795090909091
37.6973,35.36,10.838,12.501,48.2028,38.1118,1.053,26.892,28.0333,30.463,42.818,2_229,28.3609272727273
18.7953,10.775,19.2483,14.7063,13.8573,14.5673,2.26851,13.4236,18.5063,2.84361,17.986,2_230,13.3615927272727
35.904,20.6951,23.047,28.758,36.31,33.354,31.0491,18.557,36.089,23.7561,37.509,2_231,29.5480272727273
41.5772,106.28813,70.69753,84.35003,49.682,93.81853,61.20413,83.50773,37.8422,80.60013,81.16923,2_232,71.8851672727273
21.32,88.9154,148.64407,108,23.55,116.46747,78.654,67.7214,18.915,98.7718,130.74307,2_233,81.9729281818182
13.2536,12.0243,17.781,18.4389,13.6746,16.4636,15.7009,12.7603,12.1036,14.0839,16.4629,2_234,14.7952363636364
48.7162,37.7717,53.3697,43.6527,46.8944,26.2922,18.359,33.6154,45.288,34.9822,44.0734,2_235,39.3649909090909
7.194,4.8876,9.3911,6.0276,20.8163,8.5176,4.929,3.7408,7.194,13.9224,20.2393,2_236,9.71451818181818
53.9906,27.862,50.4136,44.709,46.2876,23.932,33.173,29.9158,48.3636,25.844,41.1446,2_237,38.6941636363636
25.62067,37.96967,5.372,19.94,39.637,25.40667,26.806,32.60667,26.52667,39.072,30.34967,2_238,28.11882
123.1444,160.9832,0,62.6623,154.7296,139.0056,127.1474,116.6708,116.2871,153.2426,157.0772,2_239,119.177290909091
27.4249,21.2471,0,17.3366,19.6166,20.2351,18.3536,12.5316,22.1959,17.7576,21.6681,2_240,18.0333727272727
48.5291,29.5061,0,41.8791,37.7681,27.2421,39.0051,41.1891,47.1641,41.4651,29.6871,2_241,34.8577272727273
4.436,40.154,12.438,4.806,46.3207,43.69,29.829,24.748,5.778,40.1867,47.729,2_242,27.2832181818182
29.4172,27.3252,30.6372,16.289,18.644,21.777,29.192,18.602,29.2772,18.925,21.0772,2_243,23.7420909090909
22.025,17.966,19.955,18.039,17.916,11.816,5.507,18.374,18.407,17.5,17.41,2_244,16.8104545454545
10.7534,10.8222,7.261,9.2912,16.663,15.9613,7.073,7.682,9.8214,17.653,6.1684,2_245,10.8318090909091
7.152,11.396,0,14.648,0,10.386,0,0,7.152,0,7.152,2_246,5.26236363636364
11.008,11.412,0,11.06,8.0488,11.099,7.2248,5.929,10.816,8.0488,11.008,2_247,8.69585454545454
30.473,31.3527,0,23.792,24.4138,30.2817,22.352,20.01,30.052,25.3338,32.513,2_248,24.5976363636364
32.1527,19.778,17.97,22.3667,16.813,22.567,25.6837,19.7427,29.7827,16.813,32.255,2_249,23.2658636363636
7.1403,0,7.1403,7.1403,2.04,0,7.1403,0,7.1403,2.04,7.1403,2_250,4.26561818181818
44.356,14.374,26.834,36.682,2.248,14.374,31.577,31.54,41.576,16.604,40.534,2_251,27.3362727272727
36.458,0,0.809,34.6137,28.8237,0,33.6387,32.7227,36.235,33.142,38.1947,2_252,24.9670454545455
32.58103,0,0,29.91233,6.267,8.188,31.71103,33.79523,38.31403,34.05203,26.79833,2_253,21.9653645454545
71.1746,38.3328,12.9738,68.33377,62.6281,58.19747,41.4174,20.7053,70.0932,57.1673,30.0965,2_254,48.2836581818182
22.9206,11.241,19.4896,33.7271,17.1246,17.4125,26.6616,5.773,19.5186,8.187,0,2_255,16.5505090909091
21.7003,26.4233,27.4403,6.736,5.331,11.3753,3.18,6.612,26.7263,22.6151,0,2_256,14.3763272727273
6.172,16.51667,7.43,4.468,5.041,13.405,19.02267,21.46967,6.218,21.037,0,2_257,10.9800009090909
42.4175,44.831,45.8915,24.303,36.58053,24.087,39.029,37.975,42.5305,23.787,0,2_258,32.8574572727273
1.09,1.09,0,1.09,1.09,1.09,1.09,1.09,0,0.809,0.809,3_-4,0.840727272727273
0.421,0.842,0,1.511,0.842,0.842,1.511,0.421,0,1.932,0.842,3_-3,0.833090909090909
0.691,0.691,0,0,0.691,0.691,0.691,0.691,0,0,0,3_-2,0.376909090909091
3.179,8.649,0,5.092,8.814,3.179,2.791,13.8771,0,8.593,6.069,3_0,5.47664545454545
0.421,1.511,0,0.421,1.511,1.511,0.421,0.421,0,0,0,3_1,0.565181818181818
2.28,0,0,0,0,0,0,7.955,0,7.26,18.055,3_3,3.23181818181818
1.01,2.521,0,7.2252,2.521,2.521,0.0864,5.8652,0,0.0864,0.0864,3_4,1.99296363636364
14.422,18.7401,0,20.0661,17.483,14.153,13.2841,6.85,0,12.337,14.196,3_5,11.9573909090909
54.275,69.219,23.958,41.34,69.309,68.375,47.494,9.965,23.537,59.915,59.593,3_6,47.9072727272727
38.395,35.691,6.505,26.566,38.222,35.221,23.864,23.155,8.605,38.344,37.254,3_7,28.3474545454545
2.875,36.01,0,32.953,38.41,34.876,3.296,7.093,0,3.296,3.296,3_8,14.7368181818182
11.154,14.588,15.182,8.142,13.548,12.127,13.981,8.067,16.192,13.437,12.283,3_9,12.6091818181818
60.0448,139.7503,73.81,114.451,142.8312,134.2782,122.9336,142.2142,78.216,165.8568,161.5448,3_10,121.448263636364
2.182,10.823,18.1634,17.4955,13.103,13.103,12.5545,18.4219,17.645,17.744,16.574,3_11,14.3463
15.9388,31.0305,4.106,0,31.4916,30.0455,15.6428,8.647,3.743,20.4758,19.4778,3_12,16.4180727272727
17.922,31.778,17.82,14.274,31.886,28.547,6.296,10.072,9.189,24.494,23.762,3_13,19.64
80.464,95.4595,87.613,67.6803,100.4545,92.1355,38.704,68.74,31.724,71.2888,100.3328,3_14,75.8724
0,58.0811,49.0901,49.5256,57.0051,56.7401,46.0571,44.8141,46.9391,56.2066,56.2271,3_15,47.3350909090909
0,32.371,31.281,29.399,32.792,32.371,12.122,19.668,31.95,22.524,32.792,3_16,25.2063636363636
0,25.7893,20.4313,28.8893,31.7173,28.5253,16.9903,15.4793,19.0713,21.2333,29.5523,3_17,21.6071818181818
15.263,35.089,14.709,14.078,39.483,37.167,15.968,11.763,12.709,18.736,37.093,3_18,22.9143636363636
12.1231,13.292,10.411,9.502,11.7101,10.6171,11.969,17.766,9.662,11.9741,19.6971,3_19,12.6112272727273
6.282,41.6011,1.689,9.853,43.5311,45.1101,44.2431,6.067,1.689,6.067,6.488,3_20,19.3291272727273
0,70.9297,66.8702,80.3398,69.3507,65.3537,44.6546,54.3928,66.6292,49.4168,48.9958,3_21,56.0848454545455
0,2.493,15.439,8.004,2.493,1.651,14.564,12.738,16.529,1.263,1.263,3_22,6.94881818181818
0,0.421,28.1219,0.421,0.421,0.421,29.62,29.935,27.7009,29.63,26.283,3_23,15.7249818181818
0,31.968,50.9689,24.483,32.667,29.508,36.6987,41.2796,47.7949,35.7847,32.6657,3_24,33.0744090909091
0,37.5602,40.699,38.9172,40.3162,33.2332,28.285,28.555,38.127,36.835,33.442,3_25,32.3608909090909
0,81.608,47.824,40.3459,89.0141,79.6412,38.123,41.7979,24.628,54.8351,58.2451,3_26,50.5511181818182
22.0012,29.2922,19.5812,7.11,29.2922,23.9872,21.7902,11.449,21.5422,11.179,11.179,3_27,18.9457636363636
0,1.04,1.04,1.04,1.04,1.04,0,0,1.04,0,0,3_28,0.567272727272727
42.7183,47.6051,44.8001,51.6849,51.0681,46.3061,26.1916,17.723,27.7625,14.117,18.144,3_30,35.2837
48.1359,90.9884,75.2576,87.7776,89.0324,75.6465,0,78.6116,69.1807,73.7657,72.1457,3_31,69.1401909090909
31.491,28.429,28.249,30.694,28.539,28.566,20.462,32.831,17.052,33.924,32.132,3_32,28.3971818181818
35.7168,62.1191,44.8393,44.1006,65.0231,61.8695,56.5666,54.7955,57.1117,51.8634,57.3838,3_33,53.7626727272727
28.0434,2.947,51.1624,39.02347,51.52447,46.77247,42.8764,45.1904,30.1454,24.2824,46.5164,3_34,37.1349281818182
5.991,0,5.991,6.663,6.663,6.866,6.663,6.663,6.866,5.57,6.663,3_35,5.87263636363636
21.609,0,26.555,21.149,22.275,27.198,21.39,14.452,26.146,8.95,26.111,3_36,19.6213636363636
13.5603,0,13.9813,15.2113,17.2783,13.9693,17.2833,7.9,14.3953,16.8623,16.5133,3_37,13.3595181818182
63.4982,0,34.804,59.216,45.7773,37.77,61.147,8.7453,44.471,40.35,65.345,3_38,41.9203454545455
43.4852,0,53.4164,49.8162,70.065,67.789,47.6732,42.7144,69.3009,23.7394,48.6002,3_39,46.9636272727273
5.84,3.185,18.376,16.787,7.967,15.947,16.077,8.169,18.376,16.366,16.366,3_40,13.0414545454545
0,14.297,24.4331,23.3241,22.144,23.1981,23.986,16.565,22.9521,24.0121,24.0121,3_41,19.9021454545455
0,47.2473,12.707,12.286,56.8113,10.064,11.865,49.3703,11.865,12.286,12.286,3_42,21.5261727272727
0,14.298,18.597,15.14,2.012,16.738,15.14,0.842,16.738,16.31,16.31,3_43,12.0113636363636
0,1.651,8.42,2.072,6.736,7.999,1.651,5.44,7.578,2.072,1.651,3_44,4.11545454545455
0,20.0386,27.753,2.25,23.572,26.911,2.25,21.72,25.513,1.54,2.25,3_45,13.9816
0,52.194,45.1416,77.7592,41.639,37.3746,75.1302,42.4518,42.5616,57.167,76.3902,3_46,49.8008363636364
0,0.932,11.34,3.976,0,11.34,3.976,0.421,12.187,11.071,4.397,3_47,5.42181818181818
0,16.569,8.398,64.9447,47.7756,8.368,61.8061,18.482,8.398,46.1186,62.4117,3_48,31.2065181818182
0,62.8931,55.9001,55.5451,49.6061,55.8561,55.5451,52.4901,58.1361,16.468,56.4791,3_49,47.1744454545455
0,64.12337,61.60927,80.3559,38.53947,61.99227,76.3599,63.1599,60.9292,65.63037,80.4009,3_50,59.3727772727273
0,19.0222,21.291,14.8602,9.1172,20.5712,16.4032,13.1462,25.7882,13.2932,17.661,3_51,15.5594181818182
0,36.8307,54.382,96.9975,31.4566,45.381,91.7571,27.868,59.512,24.6867,94.9267,3_52,51.2543909090909
0,16.4472,4.178,0,4.0479,3.298,0,15.4072,2.24,0,15.9502,3_53,5.59713636363636
0,74.7968,13.062,0,66.2291,12.22,0,36.7131,12.641,38.7447,51.4838,3_54,27.8082272727273
0,38.6455,44.206,0,40.8755,40.148,0,39.151,43.688,39.895,35.358,3_55,29.2697272727273
0.339,56.8194,65.9546,2.271,68.9684,60.5466,0.76,50.3883,66.1846,32.2231,33.6464,3_56,39.8274
47.91,20.619,49.7102,62.1912,36.175,41.5702,62.0442,31.638,49.1852,0,14.98,3_57,37.8202727272727
14.0896,29.1296,31.8306,29.8106,11.556,34.5316,31.1516,28.3896,34.5316,0,29.984,3_58,25.0004363636364
34.4731,8.73,2.105,3.886,28.3071,3.38,2.67,8.843,4.077,0,2.526,3_59,8.99974545454545
0,15.725,7.237,31.9451,1.932,6.395,30.6771,15.245,7.237,0,29.258,3_60,13.2410181818182
0,27.6666,0,30.8616,0,0,25.547,30.558,0,0,33.4816,3_61,13.4649818181818
47.1101,10.112,43.8701,18.1073,47.0301,39.9741,16.7473,20.7532,42.5101,0,45.3361,3_62,30.1409454545455
19.6778,23.5504,21.2134,24.6654,21.8144,22.8873,20.2164,19.4591,20.1304,0,20.7188,3_63,19.4848545454545
40.5636,41.0006,55.7886,50.4002,54.0656,54.4796,44.5692,35.8192,61.0596,0,43.4916,3_64,43.7488909090909
53.2923,14.702,18.8131,20.8698,41.9328,16.1221,20.2158,63.9843,18.8131,0,48.0814,3_65,28.8024272727273
16.056,14.426,18.30277,22.978,8.1037,12.007,21.888,18.51607,17.85607,3.413,13.276,3_66,15.1656918181818
3.964,5.581,2.664,0,5.16,0,0,3.927,1.962,1.684,0.702,3_67,2.33127272727273
43.609,25.269,29.7291,0,45.5761,0,0.875,35.375,31.9601,38.203,24.5891,3_68,25.0168545454545
72.668,47.833,82.223,63.0499,67.925,52.6379,60.4409,39.6685,77.6528,48.4304,42.1936,3_69,59.5202727272727
67.7424,13.843,75.5133,71.0114,65.9564,63.4484,69.0974,48.012,70.6413,0,31.497,3_70,52.4329636363636
10.579,7.904,17.433,17.06,5.227,11.344,11.345,5.861,15.838,0,8.635,3_71,10.1114545454545
35.3826,31.7026,45.51177,49.39454,14.60567,43.83254,20.02854,31.32557,46.21277,0,30.7007,3_72,31.6997545454545
7.49,5.849,24.642,1.923,7.49,0.282,2.108,0.421,23.044,0,2.108,3_73,6.85063636363636
53.262,50.572,33.408,61.341,10.533,62.466,59.021,62.258,59.627,12.287,44.124,3_74,46.2635454545455
79.3653,71.9373,34.3504,76.0693,64.6494,69.9063,35.9873,41.4843,77.2483,50.3043,42.165,3_75,58.4970181818182
5.3608,2.2158,5.366,6.1888,4.5708,4.0758,0.495,2.742,4.8528,6.734,6.0488,3_76,4.42278181818182
39.3108,36.7608,20.2236,47.2228,29.7728,30.2518,41.4108,15.384,34.3728,25.7142,21.7616,3_77,31.1078181818182
59.4082,58.9312,12.1586,61.2102,62.8082,52.0412,41.8912,21.654,56.6232,36.486,30.051,3_78,44.8420909090909
24.475,20.932,8.2471,23.212,9.7317,22.93,20.794,15.4354,24.896,32.4451,29.6661,3_79,21.1604
104.6772,92.208,61.9905,111.13,72.668,104.948,78.0052,12.744,113.616,112.7598,110.8747,3_80,88.6928545454545
75.8214,0,44.297,72.778,72.672,62.937,70.3954,57.6493,71.6654,22.5973,21.787,3_81,52.0545272727273
31.4962,0,10.581,32.7492,33.8178,25.9272,28.1654,18.68147,28.7762,47.2374,56.63187,3_82,28.5512490909091
26.84211,0,29.2793,23.6351,34.84611,19.0541,24.8521,19.6583,26.42111,43.49911,41.46011,3_83,26.3224954545455
112.75711,7.777,54.2693,95.742,112.33491,95.6751,61.8858,96.77221,115.04811,73.0065,73.3575,3_84,81.6932309090909
106.3134,74.4077,23.76,112.0941,16.4031,102.1691,61.7764,93.8014,101.0604,89.2417,85.2207,3_85,78.7498181818182
50.983,67.018,0,51.188,43.672,44.105,16.611,16.84,47.95,27.606,33.054,3_86,36.2751818181818
164.5205,110.0567,0,157.3948,116.38,143.8788,145.1678,137.7228,163.0665,156.4298,145.2368,3_87,130.895863636364
53.8605,114.5654,27.5569,57.434,85.9464,48.056,63.9295,81.5665,54.0455,152.0678,146.1927,3_88,80.4746545454545
41.5646,53.9336,86.8592,71.8766,78.6078,68.6208,85.3971,91.6953,41.6166,102.7438,98.6468,3_89,74.6874727272727
0,41.472,31.7446,53.9044,27.5443,40.6584,35.9036,111.4152,0,102.9851,119.3961,3_90,51.3657909090909
57.4907,54.44307,36.345,69.85,59.3622,61.26307,82.04607,46.2291,52.4387,89.46617,85.92717,3_91,63.1692045454545
2.461,89.6499,85.5709,60.971,36.27,59.485,64.428,40.293,2.461,45.8364,45.4154,3_92,48.4401454545455
19.667,118.9314,140.4644,205.34767,21.448,186.53467,188.54477,8.185,19.997,179.0724,183.9499,3_93,115.649291818182
146.34107,172.8589,177.9872,182.8713,102.4276,176.1003,183.7661,181.3819,138.66007,206.9132,190.4656,3_94,169.070294545455
209.2969,198.2343,227.4057,254.9971,129.0568,225.1707,230.4308,159.1052,188.9119,265.2166,226.9208,3_95,210.431527272727
185.1421,121.98,302.69607,299.46797,153.9436,287.02797,287.19797,106.7477,182.4633,192.3311,122.6206,3_96,203.783489090909
195.4544,259.3455,186.0034,234.9433,189.4215,228.3143,231.5743,159.2685,189.0564,194.7793,153.2706,3_97,201.948318181818
396.4916,408.3773,437.0532,319.343,432.8484,297.0304,305.0705,359.6555,386.1885,386.2688,396.8531,3_98,375.016390909091
367.7514,280.7101,214.7307,394.9576,238.2495,383.162,394.8963,273.8141,355.7614,157.6146,198.3543,3_99,296.363818181818
406.1459,259.881,213.285,330.8373,275.052,338.2749,329.1713,174.7389,395.7342,355.8471,347.5912,3_100,311.505345454545
318.4553,230.1728,44.388,336.3589,293.1619,296.9518,297.1627,1.09,296.7484,302.5633,289.2441,3_101,246.027018181818
306.0025,281.4025,158.4098,264.4775,49.3987,241.0695,226.5276,179.9552,292.4101,456.1749,294.582,3_102,250.0373
144.3331,68.889,57.2871,88.2241,62.3402,73.0531,87.7561,118.7622,137.4294,55.9581,132.2892,3_103,93.3019636363636
154.39737,111.37607,130.67657,118.09467,112.0396,116.97267,128.28467,108.963,162.53837,132.06687,138.901,3_104,128.573714545455
236.7849,247.2441,258.2787,185.2979,250.7222,185.1329,190.6069,144.9854,231.4369,181.7631,216.258,3_105,211.682818181818
335.68147,365.48444,299.11167,147.52337,270.47694,133.86847,140.65247,385.32767,323.85607,325.2687,283.50704,3_106,273.705300909091
271.15,123.7026,62.7156,196.9848,134.8104,182.5218,191.9068,86.505,266.441,166.5855,129.5216,3_107,164.8041
134.9557,206.139,104.6151,135.9537,173.423,126.1687,130.3257,157.3547,136.8357,136.8631,196.6483,3_108,149.0257
160.2613,107.05,153.1343,164.8293,153.5813,156.2297,160.6503,149.3968,152.4963,102.7848,79.123,3_109,139.957918181818
43.8527,40.3107,128.6646,186.6946,144.5895,171.5901,171.8766,120.3095,32.5437,180.5136,121.2105,3_110,122.014190909091
108.7565,85.543,90.2512,126.09389,84.0058,122.38899,144.86999,94.883,108.1054,0.446,70.3078,3_111,94.1501427272727
116.5406,113.5517,74.0904,55.0092,49.1452,49.9202,48.0312,118.6487,106.8266,0,35.6162,3_112,69.7618181818182
48.9246,69.08,33.9329,61.5986,61.9984,57.7064,61.2494,39.8034,49.4756,0,49.7666,3_113,48.5032636363636
127.3503,78.3447,54.5582,96.1801,92.6921,78.4568,80.4451,97.956,117.2293,0,123.4293,3_114,86.0583545454545
137.7753,71.5865,1.51,91.6034,80.8519,86.8205,91.5294,143.638,130.9243,110.4411,140.8791,3_115,98.8690454545455
0,134.6923,104.5233,104.5832,99.7579,95.7869,98.4292,82.7766,0,82.0159,99.8379,3_116,82.0366545454545
31.8315,47.2097,70.0073,58.8379,51.8473,62.3141,58.3473,71.4561,30.0795,49.9532,49.3271,3_117,52.8373636363636
70.4275,54.2985,37.0379,0,51.288,69.2879,0,78.8625,65.9466,88.2175,0,3_118,46.8514909090909
77.249,59.1269,4.104,0,47.8014,28.9378,0,52.7387,73.982,70.8921,0,3_119,37.7119909090909
35.499,12.429,20.0037,0,21.151,18.4129,0,5.991,28.151,25.2289,0,3_120,15.1696818181818
182.61907,3.199,56.696,71.1082,191.80067,183.10717,0,141.65217,165.48507,168.4676,76.6754,3_121,112.800940909091
107.9497,104.922,60.4914,141.3334,117.4221,183.2999,89.7238,126.6443,93.8675,117.9698,110.8536,3_122,114.043409090909
130.2431,3.663,98.8507,3.663,143.6907,116.202,0.842,130.1633,125.5761,74.4104,76.5434,3_123,82.1679727272727
30.7964,32.487,30.239,44.7934,33.243,25.615,0,41.5724,28.3424,58.5854,57.6754,3_124,34.8499454545455
50.3727,61.4078,48.454,64.0858,10.7887,31.5392,1.17,47.432,63.8332,47.0482,55.6016,3_125,43.7939272727273
35.712,28.3496,37.157,34.8376,35.058,80.2636,0,32.69,31.756,47.2252,79.7926,3_126,40.2583272727273
96.5218,96.4258,25.5492,65.1316,35.1586,62.7286,0,95.7158,93.7428,37.7672,65.5362,3_127,61.2979636363636
161.8367,94.2068,155.4766,85.6301,100.1863,95.4287,0,71.3504,162.4147,157.7683,105.6047,3_128,108.173027272727
132.2049,29.286,100.5404,126.5641,61.4571,83.3858,0,29.183,123.4168,130.2001,116.203,3_129,84.7673818181818
28.425,0,20.536,4.405,7.395,10.131,0,0,37.467,4.405,39.693,3_130,13.8597272727273
79.7512,1.684,65.7334,67.4922,54.1732,66.3004,0,58.79,77.7682,63.3062,70.491,3_131,55.0445272727273
134.5069,90.7989,130.2179,110.3639,112.5689,98.5729,17.983,65.5296,124.8759,116.1309,64.8256,3_132,96.9431272727273
202.0363,187.0881,185.23307,175.0464,147.95,167.57167,166.75137,175.8217,189.924,182.93377,147.81,3_133,175.287852727273
159.207,136.0119,100.71653,135.27963,131.4197,108.98753,137.23803,96.6698,156.643,107.002,129.6977,3_134,127.170256363636
81.22707,85.3146,76.50217,57.0384,82.8723,40.3968,50.2876,53.4896,76.78507,91.8089,81.6723,3_135,70.6722554545454
124.91056,2.424,75.85947,64.18886,134.46669,84.955,97.18286,67.3696,115.75556,5.809,120.94379,3_136,81.26049
59.6277,57.50719,69.3038,68.08649,76.0577,37.8887,68.7555,52.2875,62.2567,45.90639,62.9228,3_137,60.0545881818182
107.2954,105.5622,108.3553,112.9589,137.732,108.0332,96.5506,115.4332,101.1794,151.5377,97.8815,3_138,112.956309090909
22.681,19.556,27.4111,26.4921,13.4981,31.2721,28.6891,31.574,27.268,24.024,11.6171,3_139,24.0075090909091
137.4894,128.3453,69.0956,136.4443,154.9513,164.9079,137.7801,96.4187,134.0095,35.3212,152.7703,3_140,122.503054545455
130.8939,121.7458,96.3258,77.0199,117.272,102.10817,107.05617,110.353,126.9589,0,112.2068,3_141,100.176403636364
106.255,102.876,83.9538,102.909,104.57,121.48507,120.35507,90.1268,110.388,0,103.367,3_142,95.1168854545455
71.1563,79.3752,70.1344,72.6572,80.2254,69.4783,68.0003,58.3752,68.6313,0,82.7684,3_143,65.5274545454545
30.0299,56.9099,39.36017,31.8779,55.5139,30.62817,31.79717,22.527,26.1589,0,54.4439,3_144,34.4769918181818
113.477,7.797,54.4297,88.7283,9.073,35.0973,40.1944,35.9622,114.9928,33.4614,39.9576,3_145,52.1064272727273
159.8149,110.1409,96.8059,112.3269,111.7979,144.6289,132.6379,71.681,154.0669,7.792,154.6269,3_146,114.210918181818
187.8682,113.5515,135.633,149.7243,119.2425,131.7687,158.3764,168.9664,176.3961,71.7359,139.4407,3_147,141.154881818182
70.4648,81.7606,79.2434,0,82.5114,74.6964,76.8774,46.3048,69.2858,45.8632,82.4716,3_148,64.4981272727273
51.1451,47.5051,48.1651,0,49.5071,22.157,46.5691,29.824,51.1591,31.586,24.359,3_149,36.5433272727273
105.6396,173.0042,97.8088,78.9919,165.2112,58.7793,45.739,102.307,100.1726,150.6752,69.0333,3_150,104.305645454545
49.7208,108.3547,34.2503,46.9586,112.3947,0,0.809,82.1613,52.2405,115.5633,0,3_151,54.7684727272727
67.1223,73.6144,26.2011,37.886,65.2274,28.3262,48.6022,43.0864,62.2813,79.8674,47.2212,3_152,52.6759909090909
56.0003,133.9819,103.0639,57.2468,71.3723,0,79.3829,48.9617,54.9343,144.9899,79.7389,3_153,75.4248090909091
64.6447,61.3183,40.8257,40.5477,19.4881,0,69.4107,57.3151,63.4807,65.5243,68.5807,3_154,50.1032727272727
75.7221,93.1271,60.8912,62.2521,44.0691,0,76.8381,61.629,72.8311,99.7961,133.7631,3_155,70.9926363636364
23.109,12.356,18.045,16.119,10.925,14.165,19.864,17.98,19.07,14.213,14.882,3_156,16.4298181818182
156.7939,145.0757,170.8825,119.5233,143.9671,178.6017,84.2928,158.5077,149.7062,154.3607,94.9732,3_157,141.5168
29.335,24.0194,36.3442,20.5648,25.6714,24.9174,26.7204,27.9214,23.403,27.1414,37.0352,3_158,27.5521454545455
39.0302,22.6685,26.5416,15.4814,21.3085,34.2784,33.9384,24.5533,23.9544,22.0591,22.0834,3_159,25.9906545454545
10.363,37.5541,23.278,26.653,46.7099,8.363,8.33,7.2561,39.3121,44.5111,11.427,3_160,23.9779363636364
19.049,36.53,0.421,38.1371,40.233,15.139,17.279,19.6201,9.806,38.9841,16.211,3_161,22.8553909090909
109.4229,119.697,113.9454,57.9037,121.3036,99.6019,103.07,45.7405,91.4052,123.024,107.3629,3_162,99.3161
108.3383,95.9171,32.1141,46.3872,40.7072,82.0292,85.5554,69.4234,87.2033,10.1681,107.4265,3_163,69.5699818181818
63.2364,60.0414,34.4864,37.9701,75.4991,62.1484,49.5164,56.3574,61.8312,34.581,62.7554,3_164,54.4021090909091
30.367,48.7028,25.0869,23.207,29.444,38.277,34.891,34.616,39.1948,8.8139,29.946,3_165,31.1405818181818
147.15349,35.5385,64.4552,43.61287,74.1025,130.19749,55.0209,57.0372,103.0845,39.16127,61.7242,3_166,73.7352836363636
0,21.7281,46.8881,46.1108,37.4068,0,1.09,32.0781,47.9781,57.1579,0,3_167,26.4034454545455
150.1856,145.7563,88.0109,90.7524,143.8827,148.2034,112.1234,112.2024,0.852,142.0091,135.3329,3_168,115.391918181818
94.0966,78.4043,8.174,119.3453,75.7394,96.1246,100.3563,90.8476,0,81.899,92.3106,3_169,76.1179727272727
77.777,28.2614,3.06,60.2274,61.9644,73.813,51.2024,72.996,0.707,62.4854,78.566,3_170,51.9145454545455
60.1369,34.666,43.0169,52.4468,42.9698,52.7369,37.4689,52.7549,0,62.0529,55.9089,3_171,44.9235363636364
55.85,48.7554,36.2808,29.893,33.215,54.643,55.988,53.675,3.789,37.9794,55.435,3_172,42.3185090909091
108.9666,74.1951,0.421,108.4188,106.1865,101.2657,72.4046,104.3007,0.421,80.0999,109.3697,3_173,78.7317818181818
115.9344,68.25727,84.20427,97.8084,89.1734,102.5774,91.4764,40.544,89.3512,38.924,110.7714,3_174,84.4565581818182
